dist,car,pt,ride,walk,bike
0,0.0,0.05430395951460708,0.002288095203509997,0.9434079452818829,0.0
100,0.012803895421478575,0.04953519261882109,0.01053343277523665,0.9227258316274175,0.0044016475570461825
200,0.05154193970292044,0.04185771948690316,0.018135115757540534,0.8456867621385007,0.04277846291413518
300,0.08590664436075252,0.03519747970451771,0.02555520383002633,0.7783404667995606,0.07500020530514293
400,0.11610523001607319,0.02993192041557827,0.03262622906569747,0.7195677218861264,0.10176889861652463
500,0.14235269936478961,0.02584798063993637,0.03902052356745889,0.6692664138469024,0.1235123825809127
600,0.16695054121487599,0.021998122478468166,0.044549577354712246,0.623487784668097,0.1430139742838467
700,0.19383181004725974,0.017147633416117535,0.05172461329161471,0.5762610112687215,0.1610349319762864
800,0.2220362002441899,0.01203066404851613,0.06055316946082988,0.5242056352689737,0.18117433097749042
900,0.2504495350566519,0.008671736888355208,0.07097856246215241,0.47196325915567633,0.19793690643716425
1000,0.27498040805466256,0.010124878890214987,0.08118295985629233,0.42676335990241093,0.2069483932964191
1100,0.29176870663924404,0.012982265307392596,0.08968305404694153,0.40096051247680997,0.20460546152961173
1200,0.2996044316654995,0.01973693252469058,0.09523898391527653,0.3890353634771326,0.1963842884174008
1300,0.2933432434253359,0.04216325476650795,0.09712701559256331,0.3794695739708534,0.18789691224473956
1400,0.2794813858813874,0.0723473037820218,0.09621314363216786,0.3698575690959423,0.1821005976084807
1500,0.27902066139309156,0.09032852281657963,0.09439515008258248,0.3609822122046397,0.1752734535031066
1600,0.2887768774980577,0.09294597079665345,0.09326975036951561,0.3565569552118839,0.16845044612388924
1700,0.2964164666437045,0.09769572720744935,0.09286618399365379,0.35137556356442334,0.161646058590769
1800,0.3004685246028954,0.10737458957331876,0.09389016632599174,0.34063985785492146,0.15762686164287254
1900,0.30016470617328755,0.11738814185161796,0.09479702870527498,0.32259415294416727,0.1650559703256523
2000,0.3031043470269981,0.11980861912544702,0.09518358805643605,0.30189509782592583,0.1800083479651931
2100,0.31169513532789006,0.11564245433003129,0.09346735871707865,0.28420085969880216,0.19499419192619788
2200,0.3249117869265328,0.11763484315806383,0.09014104055257748,0.26213467800436113,0.20517765135846464
2300,0.35089023781076695,0.1272192775334196,0.08521615656655412,0.2248747196404364,0.21179960844882295
2400,0.3748915032383303,0.14198968636324433,0.07513556880274903,0.17694678487322424,0.23103645672245207
2500,0.38105045861873005,0.1560157372342514,0.061580979664960206,0.1396187748190475,0.26173404966301084
2600,0.3756734401329284,0.14842715231203057,0.05296621816757707,0.14114962237183476,0.2817835670156292
2700,0.37826648612248515,0.13750922816374206,0.04613761803853962,0.15139889377036456,0.28668777390486855
2800,0.39201288802371725,0.136891966435888,0.040175785434374674,0.15404959708252194,0.2768697630234981
2900,0.40990015773891475,0.14194121369624987,0.03776646960697846,0.15047041868822364,0.25992174026963333
3000,0.4148277814681074,0.14288274539032106,0.03938147158857605,0.14846869645957675,0.2544393050934188
3100,0.38891574594298306,0.15305459246903672,0.0389753828765513,0.15037791562114838,0.2686763630902805
3200,0.35891581521762184,0.17682016478912685,0.04425388625847047,0.1448875389141373,0.2751225948206436
3300,0.3613988004280095,0.19945794695482502,0.07668873970633022,0.12016407202611253,0.2422904408847228
3400,0.3855465771541855,0.2069608670197411,0.11761448995905267,0.09767889902974064,0.19219916683728014
3500,0.4129284968594985,0.1917772761528576,0.14202951122252624,0.09207271037067502,0.16119200539444267
3600,0.4147745415768233,0.17315290029985098,0.14989345923260422,0.10314301315265528,0.15903608573806619
3700,0.40705866764516874,0.16499548793916927,0.15433584939308587,0.11399923294189351,0.1596107620806826
3800,0.4033210006126232,0.16093815743540202,0.16134933006356636,0.12057670988448826,0.15381480200392025
3900,0.40768885847722225,0.15160934939326035,0.17034960272018407,0.12491863750963933,0.1454335518996941
4000,0.41197405488769484,0.14056623712671815,0.17370248197620033,0.13056438384599367,0.143192842163393
4100,0.43177583653885193,0.12663901971080113,0.16422651770007943,0.13168108627353758,0.14567753977673
4200,0.5189316793457306,0.10834260038164592,0.1382445839785525,0.1092261127748539,0.12525502351921705
4300,0.6202441236986062,0.10119146282235919,0.109178596410617,0.07447502434777958,0.09491079272063821
4400,0.687894041225068,0.09233801412181186,0.08980347364988797,0.04676354170694996,0.08320092929628228
4500,0.7126384479782994,0.07943291615844922,0.08452206048908976,0.033862167859751005,0.08954440751441048
4600,0.7036168923098333,0.07037947349397147,0.08055020740422819,0.03646289747741699,0.10899052931455008
4700,0.6951425334402777,0.06369916341468455,0.07579158890282466,0.04065551695235926,0.12471119728985411
4800,0.7033748709545593,0.05493287435403564,0.07157342281075964,0.04109959940265781,0.1290192324779874
4900,0.7124649326915063,0.04881517589488057,0.06794081603164964,0.04076376219196011,0.1300153131900033
5000,0.7058983418820097,0.04888913197518584,0.06264140813149766,0.04324726530843102,0.1393238527028756
5100,0.6760288988574463,0.06445498435976832,0.054057577799768414,0.04796333979351624,0.15749519918950083
5200,0.6423907860258175,0.09714286932224747,0.047420727089970985,0.048960047187668755,0.1640855703742953
5300,0.6384951563514422,0.12254370653500683,0.05351576907889481,0.043820151891876456,0.14162521614277981
5400,0.6779595741710898,0.12268791500936053,0.06932651911378879,0.03357606707706087,0.09644992462870002
5500,0.7054679065910098,0.11847050941942763,0.08190553154398653,0.028130262982246246,0.06602578946332982
5600,0.7070479672925032,0.11465451999677721,0.08947086423399586,0.02987438003326742,0.0589522684434563
5700,0.6959507696914643,0.11909883934794455,0.09347990883937864,0.03228650020450646,0.05918398191670609
5800,0.6627197844621958,0.14994157776444741,0.09315712318110576,0.0325300285480734,0.061651486044177535
5900,0.6188115660209911,0.19325387935780394,0.08995671990375842,0.03246415176768414,0.06551368294976248
6000,0.5797170545830456,0.23429999205044016,0.087026620569473,0.031616645449607766,0.06733968734743354
6100,0.5496409742264535,0.26651437025891356,0.09242384831489166,0.02801631979255421,0.06340448740718696
6200,0.5280987781649119,0.29189086046847257,0.10310306948192906,0.020928796329748468,0.055978495554937856
6300,0.5206596232003403,0.3061197891562391,0.11144534005697722,0.01057392083519025,0.05120132675125316
6400,0.5354469742139923,0.29669757885312636,0.11504002390004121,0.0020558873851089536,0.05075953564773106
6500,0.545231109243275,0.2773704823512216,0.11977119774592318,0.0,0.05762721065958032
6600,0.5557579973680798,0.2509092096814455,0.12855867737316287,0.0,0.06477411557731183
6700,0.5747128835892448,0.21479318390655708,0.14233518686765864,0.0,0.06815874563653959
6800,0.6004535382717463,0.17187668778776405,0.15705756455984857,0.0,0.0706122093806411
6900,0.6138788413953533,0.14619357520147908,0.16233792913997835,0.0,0.0775896542631892
7000,0.5716605182576288,0.17530587181504495,0.16363187054917694,0.0,0.0894017393781492
7100,0.4963887049226496,0.20549030584687344,0.21043777609972356,0.0,0.08768321313075353
7200,0.449362274602684,0.19876663645252618,0.28064288326940506,0.0023293880883891076,0.06889881758699576
7300,0.4489686017009867,0.16800401675737672,0.31917128855562055,0.009826124185649878,0.054029968800366354
7400,0.45399741777059677,0.14185855281385912,0.3324189453615978,0.01817105264610636,0.053554031407839986
7500,0.4575923353777444,0.1202684713507954,0.333876493893005,0.025036933558087417,0.06322576582036768
7600,0.4623884469852356,0.10597620907361541,0.3306267635461571,0.02939487646662099,0.07161370392837084
7700,0.46788207701489226,0.09587371630303626,0.3291332795465837,0.03146077448749951,0.07565015264798837
7800,0.46791956516585065,0.0945853265903455,0.3245883938043801,0.0330279227353436,0.0798787917040801
7900,0.4733408069146872,0.10758230458628996,0.29859268704287834,0.03512677601027169,0.08535742544587265
8000,0.529635024568904,0.11830250821813502,0.23064285568761636,0.035361643066404436,0.0860579684589402
8100,0.6273086113460523,0.12452780036243218,0.13639038407851065,0.03209719261805799,0.07967601159494697
8200,0.729294283454638,0.12705065019271447,0.05711350542495019,0.023347824712469684,0.06319373621522768
8300,0.7956037804102553,0.11775925039004832,0.036880976381538325,0.011058138493239746,0.0386978543249183
8400,0.8319901915267247,0.10700435233799904,0.037701765902553176,0.0022116770985506234,0.021092013134172527
8500,0.8406608084510293,0.10682484598444203,0.036464265820493176,0.0,0.016050079744035464
8600,0.8400081925031307,0.11291020850706822,0.033234865661459126,0.0,0.01384673332834193
8700,0.8315529925075547,0.12879783828352823,0.029478524347752038,0.0,0.01017064486116499
8800,0.7979168174330384,0.16744533546776322,0.029026073230466624,0.0,0.005611773868731741
8900,0.7222573892595106,0.2129862782617513,0.06342992635495913,0.0,0.0013264061237790762
9000,0.6387908084211997,0.20232729886436326,0.158881892714437,0.0,0.0
9100,0.6181515618057088,0.1569592981351802,0.22488914005911095,0.0,0.0
9200,0.6416579380179107,0.11403832324994571,0.23879608581219422,0.0,0.0055076529199491854
9300,0.6534413439264463,0.08512215727795651,0.23756277510306223,0.0,0.023873723692534966
9400,0.6510601144783542,0.06754919775862965,0.23450221086757642,0.0,0.04688847689543958
9500,0.6459417761891297,0.055025607654336735,0.23203135078558448,0.0,0.06700126537094911
9600,0.6421600914126262,0.04893899800235623,0.22884191108867716,0.0,0.08005899949634039
9700,0.6333810645502828,0.05503889820496398,0.22218370182226377,0.0,0.08939633542248944
9800,0.620015059359079,0.06591896085772955,0.21255325564622787,0.0,0.1015127241369637
9900,0.6037727364961287,0.07703487926229445,0.20262167141833112,0.0,0.11657071282324562
10000,0.583728763124162,0.09039295255614323,0.1961911890410257,0.0,0.12968709527866912
10100,0.5784201668009016,0.09636249069492474,0.20175317528569683,0.0,0.12346416721847689
10200,0.6119800631270556,0.087120820588348,0.21663815246971346,0.0,0.08426096381488289
10300,0.6368827257219105,0.087528763337289,0.23658567542131442,0.0,0.03900283551948604
10400,0.6264716562562684,0.09139140331224578,0.27485323496302205,0.0,0.0072837054684637345
10500,0.594161632602349,0.09386028342359663,0.31197808397405435,0.0,0.0
10600,0.5570783203663063,0.10503046393572912,0.3378912156979646,0.0,0.0
10700,0.5133040636612842,0.1302635533386119,0.3564323830001039,0.0,0.0
10800,0.48283199294162443,0.1614260818836718,0.35574192517470377,0.0,0.0
10900,0.5364724944762109,0.16008271470494326,0.30344479081884573,0.0,0.0
11000,0.6189938243316901,0.13141700944243576,0.24958916622587415,0.0,0.0
11100,0.6780018808822716,0.10527983738642041,0.21560180635551895,0.0002282467971919248,0.0008882285785971073
11200,0.7045225007911575,0.10199840021716561,0.18844109751562035,0.0010299445255077103,0.004008056950548753
11300,0.7174051502862689,0.11256415168264315,0.1597447876222099,0.0021028015108441656,0.00818310889803383
11400,0.7280435888479782,0.12727654265622382,0.12939719953055,0.0031243145343864374,0.012158354430861341
11500,0.7354282744705535,0.13953229010310192,0.10626635553272262,0.0038378771731701652,0.014935202720451688
11600,0.7334772782481994,0.14560626493143258,0.09968615277111395,0.00434022013179506,0.01689008391745909
11700,0.7197724599543208,0.15674835612853452,0.09861449299819239,0.005083216511969366,0.01978147440698298
11800,0.6764507503824105,0.19259692923285668,0.09834152018409767,0.006666793429636026,0.025944006770999038
11900,0.5706137971123008,0.2814226006820838,0.09949870754825922,0.009907927413059079,0.03855696724429714
12000,0.38063989514704266,0.4340626650291952,0.11102905828690736,0.015183066806498129,0.059085314730356615
12100,0.33126794725586617,0.4465887575783865,0.14874422100838913,0.015005349832664133,0.05839372432469403
12200,0.4319195000892801,0.3181533488637504,0.20465033198941374,0.009256172738804915,0.03602064631875087
12300,0.542645957439032,0.17397850311315075,0.27159869930460506,0.002407599936388948,0.009369240206823368
12400,0.5652797310615,0.1398638611582732,0.2948564077802268,0.0,0.0
12500,0.5476337644184073,0.16368149652976433,0.28868473905182845,0.0,0.0
12600,0.5229244217875514,0.20141635108665426,0.27565922712579444,0.0,0.0
12700,0.5035119816227179,0.26184976607078836,0.23463825230649374,0.0,0.0
12800,0.5785580447186771,0.293894996258039,0.12754695902328406,0.0,0.0
12900,0.701201312430284,0.27532909727053945,0.023469590299176588,0.0,0.0
13000,0.7308221225574792,0.2691778774425208,0.0,0.0,0.0
13100,0.7078468732197594,0.29013966583468265,0.0020134609455580207,0.0,0.0
13200,0.6733066267566893,0.31758939519403456,0.009103978049276052,0.0,0.0
13300,0.6424002933511136,0.3395502916425309,0.018049415006355464,0.0,0.0
13400,0.6277259270108071,0.34642290637160944,0.025851166617583233,0.0,0.0
13500,0.6140513409964964,0.35389099781976713,0.0320576611837364,0.0,0.0
13600,0.6794315015474058,0.26051551349598256,0.060052984956611585,0.0,0.0
13700,0.7962452793692778,0.11212313958508732,0.09163158104563489,0.0,0.0
13800,0.8397693155468265,0.05799177522953941,0.10223890922363398,0.0,0.0
13900,0.8528169033359253,0.042148892884700084,0.10503420377937463,0.0,0.0
14000,0.8570979526896809,0.03812194471057233,0.10478010259974681,0.0,0.0
14100,0.8567993601117825,0.03908767881914866,0.10317332770110642,0.0,0.0009396333679624615
14200,0.8525182784362643,0.04289827966410206,0.09996872208983466,0.0,0.004614719809799117
14300,0.8489305447242681,0.044882038223509425,0.09667529828220724,0.0,0.009512118770015286
14400,0.844808996089073,0.04691334724852412,0.09395756790048347,0.0,0.01432008876191955
14500,0.8362064246718914,0.05348101057359946,0.0906913401395071,0.0,0.019621224615002014
14600,0.8157335430704618,0.0676873180169075,0.08846520595863652,0.0,0.02811393295399422
14700,0.7596003107054847,0.09254773589557468,0.10165032186277995,0.0,0.046201631536160616
14800,0.6458501888238665,0.11360633049601711,0.15885917120948542,0.0,0.08168430947063103
14900,0.6063192494637748,0.06498581299630386,0.2366385564007876,0.0,0.09205638113913382
15000,0.6197214075387723,0.013132741040941292,0.2881733549565364,0.0,0.07897249646375022
15100,0.6051073473092271,0.0,0.33543149655790194,0.0,0.059461156132871
15200,0.5755013352142881,0.0,0.39166655255172333,0.0,0.03283211223398856
15300,0.5478949537993961,0.0,0.4446702993575038,0.0,0.007434746843100164
15400,0.5424884592432313,0.0,0.4575115407567687,0.0,0.0
15500,0.6058730065420979,0.0,0.3941269934579023,0.0,0.0
15600,0.7852929073590169,0.0,0.21470709264098295,0.0,0.0
15700,0.9227086188495546,0.0,0.0772913811504454,0.0,0.0
15800,0.9876355573536925,0.0,0.012364442646307528,0.0,0.0
15900,1.0,0.0,0.0,0.0,0.0
16000,0.9992421921405124,0.0,0.0,0.0,0.0007578078594875424
16100,0.9962090924997201,0.0,0.0,0.0,0.0037909075002797938
16200,0.9920037649504212,0.0,0.0,0.0,0.007996235049578804
16300,0.9876616227995499,0.0,0.0,0.0,0.01233837720045009
16400,0.982524706577939,0.0,0.0,0.0,0.01747529342206093
16500,0.9673400919863004,0.007914793827904434,0.0,0.0,0.024745114185795048
16600,0.9231891466726792,0.04730941636654984,0.0,0.0,0.029501436960770986
16700,0.8836970794645483,0.08981738233247105,0.0,0.0,0.026485538202980656
16800,0.881186711564442,0.09978053203906372,0.0,0.0,0.019032756396494377
16900,0.8861714469705626,0.10034497490272609,0.0,0.0,0.01348357812671143
17000,0.8904112717056937,0.1008250683520164,0.0,0.0,0.00876365994229006
17100,0.894543600179617,0.1012929895408825,0.0,0.0,0.004163410279500617
17200,0.8975350807981758,0.10163172765822703,0.0,0.0,0.0008331915435970591
17300,0.8982835230333199,0.10171647696668017,0.0,0.0,0.0
17400,0.8205800937724842,0.17941990622751589,0.0,0.0,0.0
17500,0.5461856270297052,0.4538143729702948,0.0,0.0,0.0
17600,0.28094786933956584,0.7190521306604342,0.0,0.0,0.0
17700,0.13450537873403065,0.8654946212659694,0.0,0.0,0.0
17800,0.10485906868474756,0.8951409313152524,0.0,0.0,0.0
17900,0.10485906868474756,0.8951409313152525,0.0,0.0,0.0
18000,0.10485906868474756,0.8951409313152525,0.0,0.0,0.0
18100,0.10485906868474755,0.8951409313152524,0.0,0.0,0.0
18200,0.10485906868474755,0.8951409313152524,0.0,0.0,0.0
18300,0.10485906868474758,0.8951409313152524,0.0,0.0,0.0
18400,0.179848860328383,0.8022090624592212,0.017942077212395924,0.0,0.0
18500,0.5030102983527591,0.40172793403410006,0.09526176761314083,0.0,0.0
18600,0.7756648319268451,0.06383800526190982,0.16049716281124501,0.0,0.0
18700,0.8271778249664253,0.0,0.17282217503357472,0.0,0.0
18800,0.8246681184334611,0.0030340592520912753,0.17229782231444754,0.0,0.0
18900,0.8153822421034583,0.01426003273654698,0.17035772515999467,0.0,0.0
19000,0.8030380418784885,0.029183305402216995,0.1677786527192945,0.0,0.0
19100,0.7922699733929708,0.04220114529166855,0.16552888131536064,0.0,0.0
19200,0.7799584233803661,0.05708494613957504,0.1629566304800589,0.0,0.0
19300,0.7499196477147629,0.08955264877828933,0.1605277035069479,0.0,0.0
19400,0.6798002746288246,0.15296733727809203,0.16723238809308336,0.0,0.0
19500,0.5281418647010037,0.2807457379713177,0.1911123973276786,0.0,0.0
19600,0.25746929385357753,0.4962746956241843,0.24625601052223825,0.0,0.0
19700,0.13870460235567766,0.5647988919979958,0.29649650564632646,0.0,0.0
19800,0.15191358922945633,0.5233542273983925,0.3247321833721511,0.0,0.0
19900,0.1647994798559833,0.48292331318923887,0.35227720695477777,0.0,0.0
20000,0.1785710200258195,0.4397135750910171,0.38171540488316336,0.0,0.0
20100,0.18847522309733353,0.4086380370238166,0.40288673987884976,0.0,0.0
20200,0.19432655895584683,0.3902788203455778,0.4153946206985753,0.0,0.0
20300,0.2551920298476542,0.36183358096217705,0.3829743891901687,0.0,0.0
20400,0.5182301530771317,0.2803352545709629,0.20143459235190533,0.0,0.0
20500,0.7407067188031159,0.226784049165284,0.03250923203160011,0.0,0.0
20600,0.8137269806705345,0.1862730193294655,0.0,0.0,0.0
20700,0.8376461150159363,0.16235388498406356,0.0,0.0,0.0
20800,0.8470459031334931,0.15295409686650674,0.0,0.0,0.0
20900,0.8559950325998618,0.14400496740013824,0.0,0.0,0.0
21000,0.8753182018593336,0.12468179814066627,0.0,0.0,0.0
21100,0.9055415649696986,0.09445843503030138,0.0,0.0,0.0
21200,0.9448368044844614,0.055163195515538686,0.0,0.0,0.0
21300,0.9849380278519363,0.01506197214806369,0.0,0.0,0.0
21400,1.0,0.0,0.0,0.0,0.0
21500,1.0,0.0,0.0,0.0,0.0
21600,0.9229476059274757,0.07705239407252425,0.0,0.0,0.0
21700,0.7158978274409215,0.2841021725590785,0.0,0.0,0.0
21800,0.5480543409022424,0.45194565909775775,0.0,0.0,0.0
21900,0.4376981234052498,0.529041769184696,0.0,0.0,0.03326010741005402
22000,0.33999824354032393,0.520965568730746,0.0,0.0,0.13903618772893017
22100,0.25228434988739395,0.49004924963596197,0.0,0.0,0.25766640047664396
22200,0.16657850934091512,0.4742649932805241,0.0,0.0,0.3591564973785608
22300,0.08129341258918366,0.4809462470035628,0.0,0.0,0.4377603404072535
22400,0.017211229771466698,0.48402468220504113,0.0,0.0,0.49876408802349215
22500,0.0,0.4467226704738267,0.0,0.0,0.5532773295261733
22600,0.0,0.3592194492561113,0.0,0.0,0.6407805507438887
22700,0.0,0.2215143639895472,0.0,0.0,0.7784856360104528
22800,0.0,0.06281881039191589,0.0,0.0,0.9371811896080842
22900,0.0,0.0,0.0,0.0,1.0
23000,0.0,0.0,0.0,0.0,1.0
23100,0.7930020842312598,0.0,0.16353951087454607,0.0,0.04345840489419418
23200,0.8290304240701039,0.0,0.17096957592989617,0.0,0.0
23300,0.8290304240701039,0.0,0.17096957592989617,0.0,0.0
23400,0.829030424070104,0.0,0.17096957592989617,0.0,0.0
23500,0.8290304240701039,0.0,0.17096957592989617,0.0,0.0
23600,0.8290304240701039,0.0,0.17096957592989617,0.0,0.0
23700,0.8290304240701039,0.0,0.17096957592989614,0.0,0.0
23800,0.8290304240701039,0.0,0.17096957592989617,0.0,0.0
23900,0.8277030958079375,0.0,0.1706958432133232,0.0,0.001601060978739302
24000,0.8210957506246037,0.0,0.1693332213224751,0.0,0.009571028052921303
24100,0.8053276259401547,0.0,0.16608138699620914,0.0,0.028590987063636043
24200,0.760827212537301,0.0,0.15690414019404883,0.0,0.08226864726865021
24300,0.5382634098277161,0.0,0.11100517453270525,0.0,0.3507314156395786
24400,0.0,0.0,0.0,0.0,1.0
24500,0.0,0.0,0.0,0.0,1.0
24600,0.0,0.13356461546776985,0.0,0.0,0.8664353845322302
24700,0.0,0.45342600132997246,0.0,0.0,0.5465739986700276
24800,0.0,0.662771070806808,0.0,0.0,0.33722892919319203
24900,0.0,0.7577259341338782,0.0,0.0,0.24227406586612188
25000,0.0,0.7988226137885761,0.0,0.0,0.20117738621142384
25100,0.0,0.8091209280058692,0.0,0.0,0.19087907199413076
25200,0.0,0.7945770924874018,0.0,0.0,0.20542290751259826
25300,0.0,0.7827797329243276,0.0,0.0,0.2172202670756725
25400,0.0,0.770500544466541,0.0,0.0,0.2294994555334589
25500,0.0,0.7397623780934619,0.0,0.0,0.260237621906538
25600,0.0,0.6755034149170119,0.0,0.0,0.3244965850829881
25700,0.0,0.5419506454578414,0.0,0.0,0.4580493545421585
25800,0.0,0.2536698137397643,0.0,0.0,0.7463301862602356
25900,0.0,0.0,0.0,0.0,1.0
26000,0.6515838345268554,0.0,0.0,0.0,0.34841616547314463
26100,1.0,0.0,0.0,0.0,0.0
26200,1.0,0.0,0.0,0.0,0.0
26300,1.0,0.0,0.0,0.0,0.0
26400,0.9499870471022627,0.0,0.050012952897737196,0.0,0.0
26500,0.7842774119378794,0.0,0.2157225880621206,0.0,0.0
26600,0.6536734339490695,0.0,0.34632656605093054,0.0,0.0
26700,0.6025745455935086,0.0,0.39742545440649135,0.0,0.0
26800,0.5815785708179481,0.0,0.41842142918205205,0.0,0.0
26900,0.5672503947550229,0.0,0.43274960524497696,0.0,0.0
27000,0.553355078745513,0.0,0.4466449212544869,0.0,0.0
27100,0.5376279301549297,0.0,0.4623720698450703,0.0,0.0
27200,0.5328814966910361,0.0,0.4671185033089638,0.0,0.0
27300,0.550527583107582,0.0,0.449472416892418,0.0,0.0
27400,0.5840589595012952,0.0,0.4159410404987048,0.0,0.0
27500,0.6403966885369163,0.0,0.3596033114630836,0.0,0.0
27600,0.7456706970370784,0.0,0.2543293029629216,0.0,0.0
27700,0.9081529485664911,0.0,0.09184705143350885,0.0,0.0
27800,1.0,0.0,0.0,0.0,0.0
27900,0.4506003479212809,0.0,0.5493996520787191,0.0,0.0
28000,0.22344806363049838,0.0,0.7765519363695017,0.0,0.0
28100,0.19193628723356818,0.0,0.8080637127664319,0.0,0.0
28200,0.18850694826261968,0.0,0.8114930517373804,0.0,0.0
28300,0.18850694826261966,0.0,0.8114930517373803,0.0,0.0
28400,0.18850694826261968,0.0,0.8114930517373803,0.0,0.0
28500,0.18850694826261966,0.0,0.8114930517373804,0.0,0.0
28600,0.18850694826261966,0.0,0.8114930517373803,0.0,0.0
28700,0.18850694826261968,0.0,0.8114930517373804,0.0,0.0
28800,0.1931552770066706,0.0,0.8057791687091691,0.0,0.0010655542841602845
28900,0.2212042077197363,0.0,0.771300473680128,0.0,0.0074953186001358255
29000,0.31150888769441853,0.0,0.6602949044342432,0.0,0.028196207871338298
29100,0.602590667458538,0.0,0.30248732825014935,0.0,0.09492200429131264
29200,0.8486686035440654,0.0,0.0,0.0,0.1513313964559347
29300,0.8486686035440653,0.0,0.0,0.0,0.1513313964559347
29400,0.8486686035440653,0.0,0.0,0.0,0.15133139645593469
29500,0.8486686035440653,0.0,0.0,0.0,0.15133139645593469
29600,0.8486686035440653,0.0,0.0,0.0,0.15133139645593469
29700,0.8486686035440654,0.0,0.0,0.0,0.1513313964559347
29800,0.8486686035440654,0.0,0.0,0.0,0.15133139645593469
